Age,Sex,Race,Marital status?,Education,Employement,Incomes,How many books did you read during last 12months?,Read any printed books during last 12months?,Read any audiobooks during last 12months?,Read any e-books during last 12months?,"Last book you read, you…",Do you happen to read any daily news or newspapers?,Do you happen to read any magazines or journals?
68,Male,White,Married,"Some college, no 4-year degree",Retired,Refused,0,,,,,Yes,No
68,Female,White,Married,High school graduate,Retired,"$100,000 to under $150,000",0,,,,,No,No
68,Male,White,Separated,High school graduate,Retired,"$10,000 to under $20,000",0,,,,,No,No
68,Male,White,Divorced,High school graduate,Disabled,"$50,000 to under $75,000",0,,,,,Yes,No
68,Female,White,Never been married,High school graduate,Not employed for pay,"Less than $10,000",0,,,,,No,No
68,Female,White,Married,High school graduate,Not employed for pay,"9$100,000 to under $150,000",0,,,,,No,Yes
67,Male,White,Divorced,High school graduate,Disabled,"$10,000 to under $20,000",0,,,,,No,Yes
67,Female,White,Widowed,High school graduate,Retired,"$10,000 to under $20,000",0,,,,,Yes,No
67,Male,White,Married,High school incomplete,Retired,"Less than $10,000",0,,,,,Yes,No
67,Female,White,Widowed,High school incomplete,Not employed for pay,"Less than $10,000",0,,,,,Yes,No
67,Male,White,Married,High school graduate,Retired,"$40,000 to under $50,000",0,,,,,Yes,No
66,Male,White,Married,"Some college, no 4-year degree",Retired,"$20,000 to under $30,000",0,,,,,Yes,No
66,Male,White,Married,High school graduate,Employed full-time,"$50,000 to under $75,000",0,,,,,Yes,No
66,Female,White,Widowed,High school graduate,Retired,Refused,0,,,,,Yes,Yes
65,Female,White,Married,"Some college, no 4-year degree",Retired,"$30,000 to under $40,000",0,,,,,Yes,Yes
65,Female,White,Married,High school graduate,Retired,Refused,0,,,,,Yes,No
65,Male,White,Single,High school incomplete,Retired,"Less than $10,000",0,,,,,No,No
65,Female,White,Married,"Some college, no 4-year degree",Retired,Refused,0,,,,,Yes,Yes
65,Female,White,Married,High school graduate,Not employed for pay,"$50,000 to under $75,000",0,,,,,Yes,No
65,Female,White,Married,High school incomplete,Not employed for pay,"Less than $10,000",0,,,,,No,No
65,Male,White,Married,High school graduate,Employed full-time,"$20,000 to under $30,000",0,,,,,Yes,Yes
65,Female,White,Married,High school incomplete,Retired,"$10,000 to under $20,000",0,,,,,Yes,No
65,Male,White,Married,High school graduate,Not employed for pay,"$50,000 to under $75,000",0,,,,,Yes,Yes
64,Female,White,Married,High school graduate,Retired,"$75,000 to under $100,000",0,,,,,No,No
64,Male,White,Married,College graduate,Retired,"$75,000 to under $100,000",0,,,,,Yes,Yes
64,Male,White,Married,"Some college, no 4-year degree",Retired,"$10,000 to under $20,000",0,,,,,No,No
63,Male,White,Widowed,High school graduate,Disabled,"$20,000 to under $30,000",0,,,,,No,No
63,Male,White,Married,High school incomplete,Retired,"$20,000 to under $30,000",0,,,,,Yes,Yes
63,Male,White,Widowed,High school graduate,Employed full-time,"$40,000 to under $50,000",0,,,,,No,No
63,Male,White,Married,High school graduate,Retired,"$75,000 to under $100,000",0,,,,,Yes,Yes
63,Female,White,Separated,"Technical, trade or vocational school AFTER high school",Retired,"$20,000 to under $30,000",0,,,,,Yes,Yes
63,Female,White,Married,"Technical, trade or vocational school AFTER high school",Employed full-time,"$30,000 to under $40,000",0,,,,,Yes,No
62,Male,White,Married,College graduate,Employed full-time,"$75,000 to under $100,000",0,,,,,Yes,No
62,Male,White,Married,High school graduate,Retired,"$30,000 to under $40,000",0,,,,,No,No
62,Male,White,Widowed,None,Not employed for pay,Refused,0,,,,,No,No
61,Female,White,Married,High school incomplete,Not employed for pay,"9$100,000 to under $150,000",0,,,,,No,No
61,Male,White,Divorced,None,Retired,"Less than $10,000",0,,,,,No,No
61,Male,White,Married,"Technical, trade or vocational school AFTER high school",Employed full-time,"$100,000 to under $150,000",0,,,,,Yes,Yes
61,Male,White,Married,High school graduate,Retired,Refused,0,,,,,Yes,Yes
61,Male,White,Married,High school incomplete,Employed full-time,"$30,000 to under $40,000",0,,,,,No,No
61,Female,White,Divorced,"Some college, no 4-year degree",Employed full-time,"$20,000 to under $30,000",0,,,,,Yes,Yes
61,Male,White,Married,High school graduate,Employed full-time,"$50,000 to under $75,000",0,,,,,Yes,No
60,Female,White,Never been married,High school graduate,Employed full-time,"$40,000 to under $50,000",0,,,,,Yes,Yes
60,Male,White,Divorced,High school graduate,Employed full-time,"$40,000 to under $50,000",0,,,,,Yes,No
60,Male,White,Married,High school graduate,Employed full-time,"$30,000 to under $40,000",0,,,,,No,No
60,Male,White,Married,"Some college, no 4-year degree",Not employed for pay,Refused,0,,,,,Yes,Yes
60,Female,White,Divorced,High school graduate,Not employed for pay,"$20,000 to under $30,000",0,,,,,Yes,No
60,Male,White,Married,"Technical, trade or vocational school AFTER high school",Employed full-time,"$50,000 to under $75,000",0,,,,,Yes,No
60,Male,White,Married,High school incomplete,Employed part-time,"$10,000 to under $20,000",0,,,,,No,No
59,Male,White,Married,High school graduate,Disabled,"$40,000 to under $50,000",0,,,,,Yes,No
59,Male,White,Married,"Some college, no 4-year degree",Disabled,"9$100,000 to under $150,000",0,,,,,No,Yes
59,Male,White,Married,High school graduate,Employed full-time,"$50,000 to under $75,000",0,,,,,No,No
59,Male,White,Married,College graduate,Employed part-time,"$75,000 to under $100,000",0,,,,,Yes,Yes
58,Male,White,Divorced,High school incomplete,Employed full-time,"$30,000 to under $40,000",0,,,,,No,No
58,Male,White,Married,None,Employed full-time,"9$100,000 to under $150,000",0,,,,,No,No
58,Female,White,Married,High school graduate,Employed part-time,"9$100,000 to under $150,000",0,,,,,Yes,Yes
58,Male,White,Married,"Some college, no 4-year degree",Retired,"$75,000 to under $100,000",0,,,,,Yes,Yes
58,Male,White,Married,High school graduate,Employed full-time,"$50,000 to under $75,000",0,,,,,Yes,No
57,Female,White,Married,High school graduate,Employed full-time,"$20,000 to under $30,000",0,,,,,No,No
57,Male,White,Divorced,High school graduate,Retired,"$30,000 to under $40,000",0,,,,,Yes,Yes
57,Female,White,Separated,High school incomplete,Not employed for pay,"Less than $10,000",0,,,,,Yes,No
57,Female,White,Married,High school graduate,Not employed for pay,"$50,000 to under $75,000",0,,,,,No,No
57,Male,White,Married,High school graduate,Employed full-time,"$50,000 to under $75,000",0,,,,,Yes,Yes
57,Male,White,Widowed,High school incomplete,Retired,"$10,000 to under $20,000",0,,,,,No,No
57,Male,White,Married,"Some college, no 4-year degree",Employed part-time,"$50,000 to under $75,000",0,,,,,Yes,Yes
56,Female,White,Married,High school incomplete,Not employed for pay,Refused,0,,,,,No,No
56,Female,White,Married,High school graduate,Not employed for pay,"$10,000 to under $20,000",0,,,,,No,No
56,Female,White,Married,High school incomplete,Employed full-time,"$50,000 to under $75,000",0,,,,,Yes,No
56,Male,White,Divorced,High school incomplete,Disabled,"Less than $10,000",0,,,,,Yes,No
55,Female,White,Married,"Some college, no 4-year degree",Retired,"$75,000 to under $100,000",0,,,,,No,No
55,Male,White,Divorced,High school graduate,Employed full-time,"$40,000 to under $50,000",0,,,,,Yes,No
55,Male,White,Living with a partner,None,Disabled,"$10,000 to under $20,000",0,,,,,No,No
55,Female,White,Widowed,High school graduate,Disabled,"$20,000 to under $30,000",0,,,,,No,No
55,Female,White,Living with a partner,High school graduate,Employed part-time,"Less than $10,000",0,,,,,Yes,Yes
55,Male,White,Married,High school graduate,Employed full-time,"$100,000 to under $150,000",0,,,,,No,No
54,Male,White,Never been married,"Some college, no 4-year degree",Retired,"$30,000 to under $40,000",0,,,,,No,No
54,Male,White,Divorced,High school graduate,Employed full-time,"$30,000 to under $40,000",0,,,,,Yes,No
54,Male,White,Married,"Some college, no 4-year degree",Employed full-time,"$75,000 to under $100,000",0,,,,,Yes,No
54,Male,White,Divorced,College graduate,Employed full-time,"$20,000 to under $30,000",0,,,,,No,No
54,Female,White,Married,"Some college, no 4-year degree",Not employed for pay,Refused,0,,,,,Yes,Yes
54,Male,White,Single,High school incomplete,Other,"9$100,000 to under $150,000",0,,,,,No,No
53,Female,White,Married,College graduate,Employed full-time,"$75,000 to under $100,000",0,,,,,Yes,No
53,Male,White,Never been married,Post-graduate training/professional school after college,Retired,"$100,000 to under $150,000",0,,,,,No,Yes
53,Male,White,Married,High school graduate,Employed full-time,"$100,000 to under $150,000",0,,,,,No,No
53,Male,White,Married,High school graduate,Have own business/self-employed,"$50,000 to under $75,000",0,,,,,Yes,No
53,Female,White,Divorced,Post-graduate training/professional school after college,Employed full-time,"$50,000 to under $75,000",0,,,,,No,Yes
53,Female,White,Separated,None,Employed part-time,"9$100,000 to under $150,000",0,,,,,Yes,No
53,Male,White,Married,High school graduate,Have own business/self-employed,"Less than $10,000",0,,,,,Yes,Yes
53,Female,White,Married,High school graduate,Employed full-time,"$100,000 to under $150,000",0,,,,,Yes,No
52,Female,White,Divorced,High school graduate,Employed part-time,"$20,000 to under $30,000",0,,,,,No,No
52,Male,White,Married,High school graduate,Employed full-time,"$100,000 to under $150,000",0,,,,,Yes,Yes
52,Male,White,Married,"Some college, no 4-year degree",Employed full-time,"$75,000 to under $100,000",0,,,,,Yes,Yes
52,Female,White,Married,None,Employed full-time,"$20,000 to under $30,000",0,,,,,No,No
52,Male,White,Married,"Some college, no 4-year degree",Employed full-time,"$75,000 to under $100,000",0,,,,,Yes,No
50,Female,White,Living with a partner,"Some college, no 4-year degree",Disabled,"Less than $10,000",0,,,,,No,No
50,Female,White,Married,High school graduate,Not employed for pay,Refused,0,,,,,No,No
50,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,"$75,000 to under $100,000",0,,,,,Yes,No
50,Female,White,Never been married,None,Not employed for pay,"Less than $10,000",0,,,,,No,No
50,Male,White,Married,High school graduate,Disabled,"$20,000 to under $30,000",0,,,,,No,Yes
50,Female,White,Married,"Some college, no 4-year degree",Have own business/self-employed,"$30,000 to under $40,000",0,,,,,Yes,Yes
50,Male,White,Married,"Some college, no 4-year degree",Employed full-time,"$50,000 to under $75,000",0,,,,,Yes,No
50,Female,White,Married,"Some college, no 4-year degree",Have own business/self-employed,"$75,000 to under $100,000",0,,,,,Yes,No
50,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,Refused,0,,,,,No,No
49,Female,White,Widowed,High school incomplete,Employed part-time,"$10,000 to under $20,000",0,,,,,No,No
49,Female,White,Married,"Some college, no 4-year degree",Employed full-time,"9$100,000 to under $150,000",0,,,,,No,Yes
49,Male,White,Married,"Some college, no 4-year degree",Employed full-time,"$100,000 to under $150,000",0,,,,,Yes,No
48,Male,White,Married,High school graduate,Employed full-time,"$50,000 to under $75,000",0,,,,,Yes,No
48,Female,White,Married,High school graduate,Employed full-time,"$40,000 to under $50,000",0,,,,,Yes,Yes
48,Female,White,Married,"Some college, no 4-year degree",Employed full-time,Refused,0,,,,,No,No
48,Male,White,Divorced,"Some college, no 4-year degree",Employed full-time,"$50,000 to under $75,000",0,,,,,Yes,No
47,Male,White,Separated,"Technical, trade or vocational school AFTER high school",Disabled,"$10,000 to under $20,000",0,,,,,No,No
47,Male,White,Married,"Technical, trade or vocational school AFTER high school",Employed full-time,"$75,000 to under $100,000",0,,,,,Yes,No
47,Male,White,Married,College graduate,Employed full-time,"$100,000 to under $150,000",0,,,,,Yes,Yes
47,Male,White,Living with a partner,"Technical, trade or vocational school AFTER high school",Employed full-time,"$30,000 to under $40,000",0,,,,,Yes,No
47,Male,White,Married,High school graduate,Employed full-time,"$10,000 to under $20,000",0,,,,,No,Yes
47,Male,White,Married,High school graduate,Employed part-time,"$50,000 to under $75,000",0,,,,,No,No
46,Female,White,Married,Post-graduate training/professional school after college,Employed part-time,Refused,0,,,,,No,No
46,Male,White,Married,College graduate,Employed full-time,"$50,000 to under $75,000",0,,,,,Yes,No
46,Female,White,Living with a partner,High school incomplete,Disabled,"$10,000 to under $20,000",0,,,,,Yes,No
46,Female,White,Married,High school graduate,Disabled,"$10,000 to under $20,000",0,,,,,No,No
46,Male,White,Married,High school incomplete,Employed full-time,"$40,000 to under $50,000",0,,,,,No,No
45,Male,White,Married,"Some college, no 4-year degree",Employed full-time,"$50,000 to under $75,000",0,,,,,Yes,No
45,Male,White,Never been married,"Some college, no 4-year degree",Employed full-time,"$100,000 to under $150,000",0,,,,,Yes,Yes
45,Male,White,Married,High school incomplete,Not employed for pay,"Less than $10,000",0,,,,,No,No
45,Male,White,Married,High school incomplete,Employed full-time,"$20,000 to under $30,000",0,,,,,No,No
45,Male,White,Divorced,High school incomplete,Employed full-time,"$75,000 to under $100,000",0,,,,,No,No
44,Male,White,Married,High school graduate,Employed full-time,"$75,000 to under $100,000",0,,,,,No,No
44,Male,White,Married,High school graduate,Employed full-time,"$40,000 to under $50,000",0,,,,,No,Yes
44,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",0,,,,,Yes,No
44,Female,White,Married,High school graduate,Employed full-time,"$100,000 to under $150,000",0,,,,,Yes,Yes
44,Female,White,Married,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",0,,,,,No,No
44,Male,White,Divorced,High school graduate,Employed full-time,"$75,000 to under $100,000",0,,,,,Yes,No
44,Male,White,Single,High school graduate,Not employed for pay,"$50,000 to under $75,000",0,,,,,Yes,No
43,Female,White,Divorced,High school incomplete,Disabled,"Less than $10,000",0,,,,,No,No
43,Male,White,Divorced,High school graduate,Employed full-time,"$50,000 to under $75,000",0,,,,,Yes,No
43,Male,White,Separated,None,Employed full-time,"$10,000 to under $20,000",0,,,,,No,No
43,Male,White,Married,College graduate,Employed full-time,"$50,000 to under $75,000",0,,,,,Yes,Yes
42,Male,White,Married,High school graduate,Not employed for pay,"$100,000 to under $150,000",0,,,,,Yes,No
